day_of_week,season,total_workers,cutting_workers,sewing_workers,finishing_workers,absent_workers,,,overtime_hours,cutting_output,sewing_output,finishing_output,final_output,daily_target,defect_rate,rework_percentage,machine_utilization,equipment_downtime,cutting_quality,sewing_quality,finishing_quality,workflow_blocked,bottleneck_department,reallocated_workers,diversion_success,productivity_gap,target_achieved,absence_rate
2,peak,51,10,30,11,5,,,1.46,229,467,221,202,175,0.0275,0.0904,0.7743,0,0.9264,0.9279,0.9561,1,Cutting,4,1,27,1,0.089285714
3,peak,60,10,40,10,4,,,5.95,310,951,236,223,179,0.0329,0.0608,0.8531,0,0.9349,0.9721,0.9006,1,Finishing,5,1,44,1,0.0625
4,peak,59,10,36,13,2,,,5.59,263,548,268,241,181,0.0264,0.0923,0.7021,0,0.9504,0.862,0.9674,1,Finishing,5,1,60,1,0.032786885
5,peak,77,16,48,13,5,,,6.18,458,845,268,258,205,0.0298,0.0415,0.7621,0,0.935,0.8852,0.9223,1,Finishing,5,1,53,1,0.06097561
6,peak,68,15,38,15,4,,,7.17,492,810,336,313,183,0.0229,0.0738,0.7633,0,0.9891,0.8879,0.9694,1,Finishing,5,1,130,1,0.055555556
0,peak,45,10,27,8,10,,,7.1,363,579,197,183,166,0.0343,0.079,0.8623,0,0.9855,0.8583,0.9742,1,Finishing,4,1,17,1,0.181818182
1,peak,75,16,45,14,1,,,3.95,497,965,360,344,266,0.0285,0.0489,0.8966,0,0.986,0.9471,0.9649,1,Finishing,5,1,78,1,0.013157895
2,peak,77,17,48,12,4,,,7.86,550,968,258,251,281,0.0428,0.0278,0.7817,0,0.9448,0.9157,0.9847,1,Finishing,0,0,-30,0,0.049382716
3,peak,59,14,35,10,2,,,3.12,359,523,208,189,197,0.0325,0.0919,0.8028,0,0.9705,0.9,0.944,1,Finishing,0,0,-8,0,0.032786885
4,peak,69,10,48,11,3,,,5.65,270,803,202,194,218,0.0385,0.042,0.7296,0,0.9348,0.8904,0.915,1,Finishing,0,0,-24,0,0.041666667
5,peak,55,10,34,11,7,,,6.03,327,687,257,241,108,0.0149,0.0639,0.8367,0,0.9603,0.8529,0.9851,1,Finishing,0,0,133,1,0.112903226
6,peak,67,14,38,15,4,,,8.24,507,699,324,301,152,0.0188,0.0736,0.802,0,0.982,0.8788,0.9643,1,Finishing,0,0,149,1,0.056338028
0,peak,65,11,40,14,14,,,2.12,249,521,245,229,197,0.0289,0.0679,0.7033,0,0.9487,0.9342,0.9014,1,Cutting,5,1,32,1,0.17721519
1,peak,52,8,35,9,6,,,5.76,217,630,174,160,181,0.0393,0.0857,0.755,0,0.9445,0.8984,0.9062,1,Finishing,0,0,-21,0,0.103448276
2,peak,73,14,49,10,8,,,7.12,472,912,204,188,237,0.0471,0.082,0.8065,0,0.9584,0.9177,0.9315,1,Finishing,0,0,-49,0,0.098765432
3,peak,55,12,30,13,6,,,6.08,390,591,325,312,188,0.0233,0.0442,0.8581,0,0.931,0.9116,0.9645,1,Finishing,3,1,124,1,0.098360656
4,peak,76,15,46,15,8,,,0.78,319,649,313,285,255,0.0268,0.0895,0.768,0,0.9685,0.8843,0.9845,1,Cutting,5,1,30,1,0.095238095
5,peak,56,13,33,10,5,,,8.52,424,738,196,176,146,0.0314,0.1058,0.7543,0,0.9525,0.8843,0.9374,1,Finishing,0,0,30,1,0.081967213
6,peak,68,15,40,13,11,,,3.38,332,580,254,236,145,0.0229,0.0771,0.7168,0,0.9266,0.9799,0.9294,1,Finishing,2,1,91,1,0.139240506
0,off-peak,61,13,36,12,10,,,1.4,312,490,294,278,164,0.0182,0.0615,0.8701,0.51,0.9694,0.8902,0.9119,1,Finishing,4,1,114,1,0.14084507
1,off-peak,74,14,44,16,5,,,0,268,631,326,247,180,0.0204,0.0661,0.7929,0,0.9633,0.9323,0.9422,1,Cutting,0,0,67,1,0.063291139
2,off-peak,64,11,38,15,4,,,1.98,300,658,334,270,180,0.0216,0.0905,0.8743,0,0.9654,0.8858,0.9141,1,Cutting,4,1,90,1,0.058823529
3,off-peak,61,13,39,9,10,,,0.24,258,614,187,182,169,0.0254,0.0279,0.834,0,0.9542,0.9022,0.9138,1,Finishing,0,0,13,1,0.14084507
4,off-peak,61,9,42,10,5,,,2.75,232,850,227,204,145,0.0247,0.1097,0.8254,0,0.9883,0.9388,0.9338,1,Finishing,4,1,59,1,0.075757576
5,off-peak,72,11,48,13,7,,,0.67,210,596,238,183,120,0.0195,0.1142,0.7213,0,0.947,0.8592,0.919,1,Cutting,4,1,63,1,0.088607595
6,off-peak,55,13,32,10,4,,,1.89,268,373,198,180,119,0.0211,0.1009,0.7051,0,0.9779,0.8975,0.9318,1,Finishing,5,1,61,1,0.06779661
0,off-peak,50,7,32,11,10,,,2.24,178,453,218,159,107,0.0212,0.0915,0.7759,0,0.9418,0.8504,0.9157,1,Cutting,3,1,52,1,0.166666667
1,off-peak,59,12,34,13,4,,,1.41,321,609,317,285,163,0.0185,0.1038,0.9351,0,0.9211,0.918,0.9424,1,Cutting,4,1,122,1,0.063492063
2,off-peak,64,12,40,12,6,,,3.82,330,853,289,277,185,0.0241,0.0479,0.8448,0,0.9543,0.9338,0.9207,1,Finishing,5,1,92,1,0.085714286
3,off-peak,78,13,47,18,4,,,2.42,340,943,448,316,179,0.0185,0.0538,0.8964,0,0.9377,0.9721,0.9805,1,Cutting,0,0,137,1,0.048780488
4,off-peak,58,10,38,10,5,,,1.48,201,626,207,192,171,0.0278,0.0491,0.758,0,0.9386,0.9221,0.918,1,Finishing,3,1,21,1,0.079365079
5,off-peak,64,14,36,14,5,,,2.58,343,553,292,269,106,0.0122,0.0815,0.794,0,0.9696,0.9118,0.9607,1,Finishing,0,0,163,1,0.072463768
6,off-peak,57,8,38,11,7,,,2.45,174,561,228,161,80,0.0152,0.058,0.7539,0,0.9435,0.9105,0.9696,1,Cutting,0,0,81,1,0.109375
0,off-peak,75,17,45,13,9,,,1.96,391,634,256,251,186,0.0221,0.023,0.7795,0,0.9725,0.906,0.9079,1,Finishing,0,0,65,1,0.107142857
1,off-peak,58,12,37,9,4,,,1.22,249,618,191,170,158,0.0314,0.119,0.7694,0,0.9397,0.9752,0.9009,1,Finishing,4,1,12,1,0.064516129
2,off-peak,67,10,41,16,1,,,3.29,245,577,299,232,168,0.0243,0.0447,0.7155,0,0.9265,0.8712,0.9536,1,Cutting,3,1,64,1,0.014705882
3,off-peak,58,9,39,10,5,,,2.05,235,649,217,207,170,0.0249,0.0499,0.8003,0.61,0.9488,0.9023,0.9796,1,Cutting,3,1,37,1,0.079365079
4,off-peak,74,14,43,17,5,,,1.24,369,756,434,351,194,0.0184,0.0418,0.9375,0,0.9296,0.9454,0.9569,1,Cutting,4,1,157,1,0.063291139
5,off-peak,68,14,38,16,4,,,0.31,301,577,373,261,145,0.0145,0.1096,0.895,0,0.9269,0.8598,0.9325,1,Cutting,0,0,116,1,0.055555556
6,off-peak,57,9,35,13,5,,,2.97,270,573,308,258,105,0.0126,0.0418,0.9424,0,0.9502,0.8952,0.9045,1,Cutting,0,0,153,1,0.080645161
0,off-peak,49,11,27,11,6,,,1.77,239,424,249,231,115,0.0145,0.0383,0.782,0,0.9346,0.861,0.942,1,Finishing,4,1,116,1,0.109090909
1,off-peak,67,12,39,16,9,,,2.03,356,798,401,320,193,0.0195,0.0915,0.9343,0,0.9418,0.8825,0.9589,1,Cutting,5,1,127,1,0.118421053
2,off-peak,61,9,39,13,5,,,0.55,215,609,307,193,164,0.0261,0.0732,0.9037,0,0.9628,0.8985,0.923,1,Cutting,2,1,29,1,0.075757576
3,off-peak,63,10,39,14,7,,,0,166,480,260,137,162,0.0346,0.1134,0.7239,0,0.9422,0.9759,0.9236,1,Cutting,0,0,-25,0,0.1
4,off-peak,61,13,36,12,3,,,1.41,315,701,316,297,163,0.0183,0.0634,0.9082,0,0.9578,0.9598,0.9388,1,Finishing,3,1,134,1,0.046875
5,off-peak,56,13,32,11,7,,,2.92,339,591,262,250,107,0.0138,0.0466,0.8821,0,0.9442,0.9372,0.9725,1,Finishing,0,0,143,1,0.111111111
6,off-peak,50,10,32,8,7,,,1.07,229,502,173,158,84,0.016,0.0924,0.8242,0,0.9842,0.9509,0.9117,1,Finishing,0,0,74,1,0.122807018
0,off-peak,69,12,47,10,15,,,1.91,265,735,191,171,171,0.0319,0.1058,0.7579,0,0.9808,0.9704,0.9378,1,Finishing,0,0,0,1,0.178571429
1,off-peak,66,11,41,14,4,,,1.18,272,545,317,261,143,0.0166,0.0363,0.8415,0,0.9726,0.8672,0.9462,1,Cutting,2,1,118,1,0.057142857
2,off-peak,73,11,48,14,5,,,2.33,320,848,322,309,189,0.0214,0.0361,0.8657,0,0.9809,0.9487,0.9655,1,Cutting,5,1,120,1,0.064102564
3,off-peak,51,11,31,9,8,,,0,205,466,213,196,122,0.0169,0.0497,0.798,0,0.9688,0.8751,0.9577,1,Finishing,4,1,74,1,0.13559322
4,off-peak,58,9,38,11,2,,,0,200,535,258,191,145,0.0216,0.0369,0.8678,0,0.9389,0.8606,0.9893,1,Cutting,4,1,46,1,0.033333333
5,off-peak,71,13,43,15,8,,,0.74,276,629,299,263,125,0.0154,0.0454,0.7504,0,0.9854,0.9396,0.9741,1,Cutting,4,1,138,1,0.101265823
6,off-peak,78,17,48,13,4,,,0.58,384,830,365,359,139,0.0112,0.0201,0.941,0,0.9295,0.8697,0.9801,1,Finishing,5,1,220,1,0.048780488
0,off-peak,72,12,45,15,7,,,0.74,240,552,306,234,193,0.0244,0.0228,0.7305,0,0.9691,0.8647,0.9897,1,Cutting,2,1,41,1,0.088607595
1,off-peak,49,9,30,10,7,,,0,194,448,220,187,130,0.0182,0.0327,0.9015,0,0.9614,0.8716,0.9022,1,Cutting,0,0,57,1,0.125
2,off-peak,72,17,39,16,8,,,3.94,490,644,395,365,181,0.0171,0.0834,0.8536,0,0.9607,0.883,0.9681,1,Finishing,4,1,184,1,0.1
3,off-peak,62,14,38,10,6,,,1.57,326,545,247,227,149,0.0208,0.0912,0.8624,0,0.9272,0.9023,0.9656,1,Finishing,4,1,78,1,0.088235294
4,off-peak,64,15,35,14,4,,,2.46,415,586,375,334,161,0.0159,0.1187,0.9472,0,0.9358,0.9007,0.9432,1,Finishing,2,1,173,1,0.058823529
5,off-peak,70,13,45,12,6,,,0.46,247,681,233,211,101,0.0137,0.0953,0.7788,0,0.9293,0.9322,0.9115,1,Finishing,0,0,110,1,0.078947368
6,off-peak,68,11,47,10,8,,,0.48,208,545,188,172,141,0.0218,0.0852,0.7314,0,0.9874,0.864,0.9431,1,Finishing,0,0,31,1,0.105263158
0,off-peak,64,9,44,11,9,,,2.42,239,795,230,211,156,0.0255,0.0841,0.7769,0,0.963,0.9667,0.9729,1,Cutting,2,1,55,1,0.123287671
1,off-peak,60,14,34,12,6,,,3.53,361,551,251,233,140,0.0191,0.075,0.7828,0,0.9673,0.9015,0.9681,1,Finishing,0,0,93,1,0.090909091
2,off-peak,68,15,40,13,4,,,0,296,495,297,274,181,0.0194,0.0816,0.8129,0,0.9448,0.9021,0.9104,1,Finishing,3,1,93,1,0.055555556
3,off-peak,56,12,31,13,4,,,0.29,284,513,317,276,124,0.0131,0.0259,0.917,0,0.9408,0.8711,0.9608,1,Cutting,3,1,152,1,0.066666667
4,off-peak,67,11,44,12,5,,,2.04,254,659,251,238,176,0.0232,0.0519,0.7741,0,0.93,0.8697,0.9389,1,Cutting,2,1,62,1,0.069444444
5,off-peak,56,11,32,13,2,,,1.07,279,579,324,273,82,0.0086,0.021,0.9469,0,0.9428,0.9012,0.9543,1,Cutting,0,0,191,1,0.034482759
6,off-peak,58,10,35,13,6,,,0,203,481,294,171,122,0.0183,0.1106,0.861,0,0.9467,0.8571,0.954,1,Cutting,0,0,49,1,0.09375
0,off-peak,69,12,42,15,11,,,2.69,284,662,271,261,155,0.0204,0.0385,0.7036,0,0.9373,0.9626,0.9148,1,Cutting,4,1,106,1,0.1375
1,off-peak,55,11,34,10,4,,,0,210,513,225,202,117,0.0157,0.0394,0.7967,0,0.9236,0.9017,0.9461,1,Finishing,4,1,85,1,0.06779661
2,off-peak,69,14,39,16,6,,,3.23,331,644,301,282,156,0.018,0.0652,0.7463,0,0.9579,0.9339,0.9041,1,Finishing,0,0,126,1,0.08
3,off-peak,73,15,46,12,6,,,0.91,320,610,259,245,164,0.0196,0.0615,0.7955,0,0.9588,0.86,0.9004,1,Finishing,2,1,81,1,0.075949367
4,off-peak,55,13,31,11,3,,,0.87,263,415,240,226,159,0.0223,0.0637,0.7448,0,0.9758,0.9381,0.9492,1,Finishing,4,1,67,1,0.051724138
5,off-peak,58,13,32,13,7,,,0.16,297,590,302,265,122,0.0146,0.1066,0.8998,0,0.9434,0.945,0.9378,1,Cutting,3,1,143,1,0.107692308
6,off-peak,52,11,30,11,5,,,0,202,361,213,191,96,0.0162,0.0554,0.7333,0,0.9311,0.9734,0.9792,1,Cutting,4,1,95,1,0.087719298
0,off-peak,57,11,35,11,8,,,0.29,223,432,210,192,142,0.0206,0.0895,0.7173,0,0.9779,0.8831,0.9426,1,Cutting,4,1,50,1,0.123076923
1,off-peak,68,13,43,12,7,,,0.52,231,491,244,224,175,0.0218,0.0329,0.7016,0,0.9547,0.8871,0.9661,1,Finishing,2,1,49,1,0.093333333
2,off-peak,72,13,45,14,6,,,1.03,319,680,314,298,201,0.0216,0.0527,0.847,0,0.9421,0.9315,0.9728,1,Cutting,5,1,97,1,0.076923077
3,off-peak,60,12,36,12,6,,,1.53,297,637,298,268,175,0.0212,0.1063,0.8932,0,0.97,0.9253,0.9013,1,Finishing,3,1,93,1,0.090909091
4,off-peak,56,13,33,10,2,,,2.06,326,497,232,228,119,0.015,0.0201,0.884,0,0.9346,0.8673,0.9575,1,Finishing,0,0,109,1,0.034482759
5,off-peak,55,10,32,13,9,,,0.15,180,390,249,171,97,0.0154,0.0382,0.7209,0,0.947,0.8986,0.9798,1,Cutting,0,0,74,1,0.140625
6,peak,73,13,48,12,7,,,0.8,268,766,251,227,154,0.0208,0.0965,0.7673,0,0.9339,0.9518,0.9818,1,Cutting,4,1,73,1,0.0875
0,peak,50,12,30,8,10,,,4.42,323,594,178,164,162,0.0378,0.0883,0.7756,0,0.9801,0.9614,0.9688,1,Finishing,2,1,2,1,0.166666667
1,peak,60,10,41,9,8,,,0,183,501,181,164,205,0.0361,0.0942,0.7589,0,0.9861,0.9633,0.926,1,Finishing,0,0,-41,0,0.117647059
2,peak,53,8,34,11,5,,,4.96,256,664,261,230,200,0.0294,0.103,0.8692,0,0.9645,0.9022,0.952,1,Cutting,0,0,30,1,0.086206897
3,peak,75,16,46,13,9,,,7.5,502,995,306,276,252,0.0366,0.1063,0.7815,0,0.925,0.8955,0.9776,1,Finishing,5,1,24,1,0.107142857
4,peak,78,19,45,14,5,,,2.06,367,551,271,252,274,0.0353,0.0795,0.7083,0,0.9285,0.9041,0.9057,1,Finishing,2,1,-22,0,0.060240964
5,peak,72,16,41,15,11,,,0.14,343,642,342,319,149,0.0135,0.0679,0.8866,0,0.9418,0.9599,0.9234,1,Finishing,0,0,170,1,0.13253012
6,peak,51,9,31,11,5,,,6.58,279,664,234,224,131,0.0214,0.0434,0.8076,0,0.9283,0.9166,0.9314,1,Finishing,0,0,93,1,0.089285714
0,peak,68,15,41,12,14,,,3.01,423,791,289,270,219,0.0266,0.0683,0.9038,0,0.9814,0.9505,0.9604,1,Finishing,0,0,51,1,0.170731707
1,peak,57,14,30,13,5,,,1.56,347,587,353,336,183,0.016,0.0337,0.9385,0,0.9285,0.8524,0.9814,1,Finishing,4,1,153,1,0.080645161
2,peak,67,12,43,12,6,,,8.19,463,1049,332,302,232,0.0332,0.0983,0.91,0,0.9438,0.9422,0.9894,1,Finishing,5,1,70,1,0.082191781
3,peak,73,16,46,11,4,,,4.96,515,910,274,257,224,0.034,0.0702,0.9149,0,0.9318,0.961,0.9012,1,Finishing,4,1,33,1,0.051948052
4,peak,68,12,44,12,9,,,3.13,278,770,266,248,213,0.0309,0.0747,0.7486,0,0.9513,0.9579,0.9589,1,Finishing,3,1,35,1,0.116883117
5,peak,54,13,28,13,6,,,0.81,317,458,305,289,150,0.0164,0.0543,0.8765,0,0.9553,0.9578,0.9457,1,Cutting,4,1,139,1,0.1
6,peak,79,17,44,18,4,,,6.92,576,949,404,379,205,0.019,0.0626,0.8589,0,0.9449,0.8693,0.9537,1,Finishing,0,0,174,1,0.048192771
0,peak,60,12,36,12,9,,,6.55,367,795,260,247,225,0.0355,0.056,0.7946,0,0.9562,0.9037,0.9179,1,Finishing,2,1,22,1,0.130434783
1,peak,64,10,39,15,3,,,0,207,548,301,185,217,0.0342,0.0735,0.7404,0,0.9876,0.8768,0.9667,1,Cutting,5,1,-32,0,0.044776119
2,peak,69,16,42,11,5,,,0.04,301,552,246,236,257,0.0312,0.0462,0.7643,0,0.9526,0.8795,0.967,1,Finishing,5,1,-21,0,0.067567568
3,peak,71,14,41,16,4,,,5.46,492,1040,422,399,259,0.0249,0.0595,0.9464,0,0.9754,0.9282,0.9305,1,Finishing,3,1,140,1,0.053333333
4,peak,72,14,43,15,4,,,4.25,383,766,300,276,234,0.0281,0.0813,0.773,0,0.9724,0.9127,0.9194,1,Finishing,0,0,42,1,0.052631579
5,peak,64,13,38,13,7,,,5.04,395,738,318,293,177,0.0212,0.08,0.883,0.52,0.937,0.9362,0.9755,1,Finishing,0,0,116,1,0.098591549
6,peak,48,8,30,10,8,,,2.1,202,480,223,196,113,0.0167,0.0288,0.8535,0,0.9428,0.8749,0.95,1,Cutting,0,0,83,1,0.142857143
0,peak,69,11,43,15,12,,,4.56,372,858,371,338,239,0.0271,0.0896,0.887,0,0.9786,0.9416,0.9836,1,Cutting,4,1,99,1,0.148148148
1,peak,63,10,42,11,5,,,4.25,308,892,243,234,194,0.0279,0.0392,0.8779,0,0.9829,0.9257,0.9112,1,Finishing,0,0,40,1,0.073529412
2,peak,70,12,47,11,9,,,6.71,392,909,243,218,261,0.0474,0.1123,0.8091,0,0.9661,0.9069,0.9249,1,Finishing,2,1,-43,0,0.113924051
3,peak,66,12,39,15,14,,,0.3,273,588,330,264,250,0.0277,0.0275,0.8682,0,0.9436,0.8733,0.9253,1,Cutting,5,1,14,1,0.175
4,peak,63,14,38,11,3,,,7.22,499,770,278,272,213,0.0295,0.024,0.9085,0,0.9283,0.8559,0.9394,1,Finishing,3,1,59,1,0.045454545
5,peak,73,15,41,17,10,,,1.35,421,795,397,382,199,0.0163,0.0401,0.9163,0,0.9621,0.9411,0.9257,1,Cutting,5,1,183,1,0.120481928
6,peak,53,10,31,12,2,,,4.76,284,696,290,263,116,0.0165,0.0803,0.8288,0,0.9272,0.9477,0.9816,1,Finishing,2,1,147,1,0.036363636
0,peak,50,7,32,11,11,,,4.66,218,647,248,198,159,0.0292,0.0825,0.8559,0,0.9292,0.8903,0.9182,1,Cutting,3,1,39,1,0.180327869
1,peak,52,8,35,9,3,,,2.11,213,607,231,190,180,0.0307,0.1017,0.938,0,0.9439,0.9782,0.9755,1,Cutting,0,0,10,1,0.054545455
2,peak,73,13,43,17,9,,,2.74,376,839,407,331,236,0.0246,0.1129,0.9033,0,0.9269,0.9057,0.9566,1,Cutting,2,1,95,1,0.109756098
3,peak,61,10,41,10,8,,,8.83,372,979,240,221,199,0.0382,0.0854,0.7943,0,0.9761,0.9065,0.9783,1,Finishing,3,1,22,1,0.115942029
4,peak,55,12,34,9,3,,,0,211,410,185,168,205,0.0382,0.0996,0.7296,0,0.9868,0.9625,0.9519,1,Finishing,4,1,-37,0,0.051724138
5,peak,58,12,34,12,5,,,0,289,580,298,269,155,0.0172,0.0675,0.9142,0,0.9527,0.8968,0.9483,1,Cutting,5,1,114,1,0.079365079
6,peak,52,12,30,10,5,,,0,254,437,243,218,105,0.0124,0.1039,0.9066,0,0.959,0.8571,0.9875,1,Finishing,0,0,113,1,0.087719298
0,peak,58,12,32,14,9,,,0,218,369,251,196,177,0.0268,0.0906,0.7018,0,0.952,0.8928,0.9047,1,Cutting,2,1,19,1,0.134328358
1,peak,72,11,51,10,10,,,4.35,292,965,214,191,251,0.0481,0.1187,0.8143,0,0.9403,0.9231,0.9101,1,Finishing,4,1,-60,0,0.12195122
2,peak,52,10,30,12,8,,,7.25,322,554,277,271,173,0.0251,0.0255,0.7657,0,0.9531,0.8922,0.9857,1,Finishing,2,1,98,1,0.133333333
3,peak,60,9,42,9,2,,,2.34,238,710,212,195,228,0.0333,0.081,0.8427,0,0.9837,0.8508,0.973,1,Finishing,0,0,-33,0,0.032258065
4,peak,60,13,34,13,3,,,3.07,309,533,280,268,187,0.0251,0.0495,0.7423,0,0.9884,0.9609,0.9448,1,Finishing,4,1,81,1,0.047619048
5,peak,63,10,42,11,3,,,2.33,255,735,271,247,141,0.0174,0.0344,0.8285,0,0.9758,0.8939,0.9635,1,Finishing,4,1,106,1,0.045454545
6,peak,75,15,43,17,7,,,1.32,345,744,379,301,199,0.0183,0.1167,0.865,0,0.9472,0.8671,0.9236,1,Cutting,0,0,102,1,0.085365854
0,peak,51,12,30,9,8,,,2.51,259,458,189,180,172,0.0335,0.0521,0.7576,0,0.9274,0.9568,0.9125,1,Finishing,3,1,8,1,0.13559322
1,peak,75,15,44,16,7,,,5.52,414,654,314,307,271,0.029,0.023,0.7221,0,0.9674,0.8583,0.9537,1,Finishing,0,0,36,1,0.085365854
2,peak,69,16,43,10,3,,,0.88,304,478,189,183,217,0.0329,0.0339,0.7224,0,0.9701,0.8852,0.9684,1,Finishing,0,0,-34,0,0.041666667
3,peak,72,12,45,15,6,,,1.76,324,846,355,290,245,0.0288,0.0978,0.9112,0,0.9452,0.9393,0.9282,1,Cutting,5,1,45,1,0.076923077
4,peak,59,13,36,10,6,,,4.26,319,579,199,187,197,0.0381,0.0674,0.7261,0,0.9598,0.9191,0.9412,1,Finishing,4,1,-10,0,0.092307692
5,peak,77,17,46,14,7,,,0,326,605,330,315,204,0.0183,0.0364,0.826,0,0.9426,0.8836,0.9418,1,Finishing,3,1,111,1,0.083333333
6,peak,55,8,36,11,5,,,6.57,225,577,227,200,141,0.026,0.1199,0.7086,0,0.9647,0.8606,0.9392,1,Finishing,5,1,59,1,0.083333333
0,peak,66,13,41,12,10,,,1.4,246,602,219,207,239,0.0317,0.0587,0.7188,0,0.9279,0.8564,0.9232,1,Finishing,0,0,-32,0,0.131578947
1,peak,65,13,37,15,10,,,5.12,362,677,341,334,236,0.0246,0.0222,0.7698,0,0.9851,0.8532,0.9627,1,Finishing,4,1,98,1,0.133333333
2,peak,63,13,35,15,9,,,6.6,362,671,322,297,193,0.0269,0.0841,0.7161,0,0.9615,0.9573,0.9772,1,Finishing,3,1,104,1,0.125
3,peak,72,17,40,15,3,,,7.12,520,741,301,266,246,0.0352,0.1173,0.7789,0,0.9288,0.9352,0.9036,1,Finishing,0,0,20,1,0.04
4,peak,63,12,38,13,2,,,2.78,274,628,292,252,198,0.0263,0.0832,0.7481,0,0.9271,0.9684,0.9738,1,Finishing,2,1,54,1,0.030769231
5,peak,62,10,42,10,7,,,0,209,563,229,183,147,0.0236,0.1167,0.8314,0,0.9277,0.8764,0.9898,1,Cutting,2,1,36,1,0.101449275
6,peak,59,12,37,10,6,,,1.15,256,628,236,215,163,0.0239,0.0977,0.8549,0,0.9254,0.9167,0.9309,1,Finishing,3,1,52,1,0.092307692
0,peak,64,15,38,11,13,,,4.06,387,576,205,201,195,0.0333,0.0215,0.7525,0,0.9752,0.9507,0.9196,1,Finishing,0,0,6,1,0.168831169
1,peak,69,15,42,12,9,,,7.01,478,940,259,253,244,0.0353,0.0255,0.7774,0,0.9514,0.9027,0.9886,1,Finishing,0,0,9,1,0.115384615
2,peak,54,9,32,13,7,,,2,273,622,312,249,192,0.025,0.0775,0.9364,0,0.9674,0.8892,0.9169,1,Cutting,4,1,57,1,0.114754098
3,peak,50,10,32,8,5,,,0,173,401,166,163,183,0.032,0.0239,0.7312,0,0.9456,0.8798,0.9196,1,Finishing,5,1,-20,0,0.090909091
4,peak,77,14,51,12,5,,,0,253,691,271,236,270,0.0299,0.0689,0.7609,0,0.9759,0.8639,0.9703,1,Finishing,5,1,-34,0,0.06097561
5,peak,50,12,30,8,7,,,7.51,366,629,179,170,129,0.0295,0.0575,0.7679,0,0.9203,0.8711,0.9315,1,Finishing,2,1,41,1,0.122807018
6,peak,63,15,34,14,8,,,0,338,550,323,314,169,0.0142,0.0284,0.9049,0,0.99,0.8775,0.9239,1,Finishing,0,0,145,1,0.112676056
0,peak,54,8,34,12,5,,,2.77,200,491,226,177,189,0.0397,0.1021,0.7221,0,0.944,0.9776,0.9567,1,Cutting,2,1,-12,0,0.084745763
1,peak,70,16,42,12,6,,,2.23,338,646,248,243,256,0.0354,0.0234,0.7435,0,0.9453,0.9328,0.9064,1,Finishing,5,1,-13,0,0.078947368
2,peak,70,16,41,13,5,,,5.05,410,717,266,249,240,0.0347,0.0706,0.7072,0,0.9651,0.886,0.9405,1,Finishing,2,1,9,1,0.066666667
3,peak,66,12,44,10,7,,,6.96,396,1016,248,221,232,0.0418,0.1182,0.8295,0,0.9205,0.9049,0.9646,1,Finishing,5,1,-11,0,0.095890411
4,peak,64,14,38,12,2,,,3.41,369,741,275,254,227,0.0304,0.0766,0.8753,0,0.9239,0.9685,0.9632,1,Finishing,0,0,27,1,0.03030303
5,peak,55,12,32,11,13,,,0,271,457,248,228,114,0.0141,0.0823,0.8217,0,0.9854,0.9328,0.9809,1,Cutting,2,1,114,1,0.191176471
6,peak,74,17,39,18,3,,,5.5,532,773,424,379,156,0.0159,0.1164,0.8666,0,0.94,0.9262,0.9099,1,Finishing,5,1,223,1,0.038961039
0,peak,43,6,29,8,16,,,0,121,480,181,116,147,0.0335,0.0304,0.8712,0,0.9348,0.8811,0.9253,1,Cutting,0,0,-31,0,0.271186441
1,peak,63,10,43,10,10,,,6.39,364,856,261,256,191,0.0277,0.0237,0.9248,0,0.9637,0.8674,0.9104,1,Finishing,2,1,65,1,0.136986301
2,peak,76,17,46,13,5,,,5.94,452,710,268,262,239,0.0352,0.0245,0.7125,0,0.9305,0.9199,0.9518,1,Finishing,3,1,23,1,0.061728395
3,peak,57,11,36,10,5,,,8.76,421,949,244,220,190,0.0385,0.1072,0.8711,0,0.9552,0.9495,0.9437,1,Finishing,2,1,30,1,0.080645161
4,peak,73,15,46,12,6,,,0,316,672,287,282,244,0.0239,0.0201,0.8884,0,0.9293,0.9211,0.9492,1,Finishing,0,0,38,1,0.075949367
5,peak,81,12,57,12,3,,,6.46,403,1218,305,299,201,0.0272,0.0245,0.8598,0,0.9365,0.9428,0.9786,1,Finishing,4,1,98,1,0.035714286
6,peak,75,15,49,11,5,,,1.34,335,646,224,207,198,0.028,0.0788,0.7985,0,0.9794,0.9141,0.9425,1,Finishing,0,0,9,1,0.0625
0,peak,65,13,39,13,11,,,6.09,374,772,262,256,221,0.0325,0.0282,0.7422,0,0.9522,0.8899,0.9032,1,Finishing,2,1,35,1,0.144736842
1,peak,67,11,43,13,5,,,4.52,310,892,321,279,232,0.0302,0.1053,0.8223,0,0.94,0.944,0.9851,1,Finishing,3,1,47,1,0.069444444
2,peak,56,9,38,9,5,,,2.08,258,615,250,234,203,0.028,0.0694,0.9359,0,0.9884,0.8989,0.9831,1,Finishing,5,1,31,1,0.081967213
3,peak,66,10,47,9,8,,,8.71,334,887,173,160,249,0.0679,0.0821,0.7288,0,0.9612,0.9367,0.9181,1,Finishing,3,1,-89,0,0.108108108
4,peak,69,13,44,12,3,,,2.32,269,689,232,227,248,0.0387,0.0263,0.7069,0,0.9483,0.9792,0.9157,1,Finishing,4,1,-21,0,0.041666667
