total_workers,cutting_workers,sewing_workers,finishing_workers,absent_workers,cutting_output,sewing_output,finishing_output,final_output,daily_target,workflow_blocked,bottleneck_department,reallocated_workers,diversion_success,targeted_productivity_gain,target_achieved
168,45,53,70,14,1797,1998,2659,1797,1728,0,cutting,0,0,2,1
139,26,75,38,23,805,2797,1209,805,998,1,cutting,0,0,-1,0
219,68,87,64,43,2437,2561,1565,1565,1457,0,finishing,0,0,4,1
234,77,90,67,36,2654,3378,2491,2491,2449,0,finishing,0,0,-3,1
172,53,67,52,15,2088,2106,2043,2043,1818,0,finishing,0,0,-1,1
142,38,83,21,20,1636,2725,498,498,463,0,finishing,0,0,-3,1
195,72,78,45,46,3040,2397,1074,1074,1114,0,finishing,0,0,3,0
140,37,44,59,6,1510,1880,1815,1510,1639,1,cutting,2,1,20,0
135,50,32,53,8,2333,988,1806,988,905,0,sewing,0,0,2,1
183,74,69,40,10,3633,3061,1419,1419,1710,1,finishing,10,1,18,0
167,54,81,32,19,2503,2623,1095,1095,1148,1,finishing,11,0,3,0
183,47,71,65,20,2059,2838,2024,2024,2012,0,finishing,0,0,3,1
138,78,40,20,27,3729,961,527,527,450,0,finishing,0,0,-4,1
173,71,64,38,40,2514,1980,870,870,936,1,finishing,2,1,14,0
90,24,51,15,10,940,1620,396,396,401,1,finishing,0,0,-2,0
151,38,74,39,37,1353,2553,900,900,1069,1,finishing,11,1,13,0
162,61,77,24,0,2428,3529,1074,1074,1325,1,finishing,2,1,9,0
165,65,38,62,8,2561,1220,1980,1220,1170,0,sewing,0,0,-6,1
178,60,64,54,5,2290,2748,2293,2290,2297,1,cutting,0,0,2,0
134,49,69,16,10,2290,2577,527,527,571,1,finishing,8,0,5,0
147,43,59,45,8,1775,2580,1897,1775,1651,0,cutting,0,0,2,1
194,72,83,39,42,2836,2873,968,968,953,0,finishing,0,0,1,1
138,27,85,26,4,1154,3108,916,916,1001,1,finishing,3,1,4,0
114,40,48,26,4,1796,1971,980,980,1201,1,finishing,6,1,6,0
153,60,63,30,35,2376,1790,649,649,666,1,finishing,9,0,2,0
176,80,64,32,26,2938,2339,923,923,1060,1,finishing,4,1,14,0
144,36,57,51,31,1350,1942,1373,1350,1398,1,cutting,3,1,18,0
87,24,45,18,10,911,1911,555,555,560,1,finishing,6,0,2,0
159,80,56,23,9,2994,2259,936,936,839,0,finishing,0,0,5,1
151,70,31,50,12,2708,1205,1597,1205,1227,1,sewing,9,1,18,0
152,42,51,59,23,1751,1599,1778,1599,1669,1,sewing,1,0,-2,0
133,39,55,39,5,1877,2436,1467,1467,1259,0,finishing,0,0,-4,1
85,33,36,16,4,1504,1272,658,658,789,1,finishing,0,0,-3,0
166,50,60,56,32,1709,1958,1548,1548,1399,0,finishing,0,0,1,1
134,25,51,58,31,707,1806,1576,707,614,0,cutting,0,0,-4,1
103,27,51,25,3,1353,2346,1110,1110,1143,1,finishing,0,0,6,0
125,67,36,22,7,2861,1170,873,873,812,0,finishing,0,0,-6,1
151,48,42,61,21,2032,1549,2276,1549,1687,1,sewing,1,0,-3,0
156,47,73,36,13,2002,2940,1215,1215,1472,1,finishing,0,0,6,0
157,70,61,26,6,2709,2024,959,959,970,1,finishing,10,1,8,0
129,29,61,39,8,1032,2640,1217,1032,1288,1,cutting,2,1,4,0
183,71,52,60,42,2803,1320,2001,1320,1367,1,sewing,0,0,1,0
102,27,43,32,6,1142,1600,1081,1081,1075,0,finishing,0,0,-4,1
92,33,28,31,2,1664,1257,941,941,1163,1,finishing,3,1,19,0
94,37,32,25,19,1540,964,816,816,738,0,finishing,0,0,3,1
127,21,77,29,8,755,2807,1073,755,844,1,cutting,11,1,4,0
112,34,61,17,7,1281,1985,531,531,659,1,finishing,8,1,13,0
130,59,33,38,28,2405,942,1056,942,903,0,sewing,0,0,-3,1
190,36,86,68,6,1397,3808,2474,1397,1195,0,cutting,0,0,-6,1
175,69,40,66,32,2422,959,2399,959,1086,1,sewing,5,1,6,0
138,51,45,42,33,1659,1059,1038,1038,1165,1,finishing,12,0,-1,0
141,65,32,44,5,2607,1037,1582,1037,943,0,sewing,0,0,-3,1
94,41,35,18,9,1679,1284,546,546,520,0,finishing,0,0,-4,1
93,27,50,16,0,1239,1827,607,607,606,0,finishing,0,0,0,1
197,65,79,53,16,2741,2654,1882,1882,1976,1,finishing,10,1,18,0
204,79,57,68,27,3683,1805,1934,1805,1760,0,sewing,0,0,-3,1
174,73,42,59,30,2525,1009,1699,1009,986,0,sewing,0,0,-1,1
151,60,28,63,4,2898,937,2407,937,1007,1,sewing,0,0,4,0
140,36,55,49,35,1090,1760,1613,1090,1282,1,cutting,0,0,-3,0
130,62,33,35,11,2315,1233,1200,1200,1331,1,finishing,7,1,20,0
160,51,53,56,4,2039,2197,2215,2039,2296,1,cutting,7,1,7,0
127,29,52,46,18,1283,1794,1581,1283,1229,0,cutting,0,0,6,1
146,40,80,26,13,1787,3565,921,921,936,1,finishing,8,1,6,0
148,65,58,25,27,2942,2179,545,545,466,0,finishing,0,0,1,1
139,72,46,21,5,3106,2014,798,798,814,1,finishing,9,1,6,0
165,35,72,58,39,1196,2328,2033,1196,1363,1,cutting,0,0,1,0
165,21,89,55,37,618,3430,1655,618,754,1,cutting,5,0,-4,0
113,30,40,43,28,1158,1156,1437,1156,1130,0,sewing,0,0,2,1
139,43,81,15,34,1414,2994,169,169,154,0,finishing,0,0,1,1
166,62,36,68,11,2987,1258,2032,1258,1229,0,sewing,0,0,4,1
122,62,35,25,16,2927,1216,815,815,953,1,finishing,3,1,16,0
200,57,86,57,40,1818,2353,1589,1589,1750,1,finishing,7,0,0,0
160,22,88,50,15,769,3114,1996,769,893,1,cutting,2,1,18,0
158,57,75,26,18,2488,3107,921,921,1019,1,finishing,4,1,17,0
123,21,59,43,16,720,1815,1176,720,704,0,cutting,0,0,-4,1
152,30,70,52,15,1338,2540,1830,1338,1224,0,cutting,0,0,3,1
155,70,53,32,34,2703,1662,735,735,666,0,finishing,0,0,-2,1
155,45,86,24,33,1636,3028,545,545,531,0,finishing,0,0,-2,1
144,24,52,68,7,1062,2185,2697,1062,1094,1,cutting,4,1,7,0
131,34,52,45,26,1414,1590,1699,1414,1248,0,cutting,0,0,2,1
129,52,37,40,21,2299,1226,1484,1226,1282,1,sewing,5,0,-5,0
168,47,65,56,2,2360,2844,1909,1909,2163,1,finishing,12,1,6,0
169,69,41,59,16,3011,1428,2100,1428,1314,0,sewing,0,0,5,1
140,20,76,44,35,480,2305,1245,480,498,1,cutting,0,0,-1,0
147,59,48,40,24,2716,1582,1295,1295,1339,1,finishing,7,1,18,0
167,39,89,39,36,1271,3394,909,909,900,0,finishing,0,0,-1,1
124,71,31,22,7,3261,1235,803,803,754,0,finishing,0,0,1,1
158,43,56,59,24,1866,1592,1648,1592,1598,1,sewing,0,0,3,0
157,54,75,28,26,2035,2544,853,853,782,0,finishing,0,0,-2,1
165,40,72,53,3,1732,2421,1609,1609,1634,1,finishing,10,0,-6,0
150,38,73,39,17,1665,2928,1303,1303,1315,0,finishing,0,0,6,0
130,47,58,25,0,2325,2728,868,868,996,1,finishing,1,1,13,0
163,69,65,29,12,3229,2716,791,791,760,0,finishing,0,0,-1,1
151,36,76,39,8,1698,2670,1342,1342,1423,1,finishing,10,0,-6,0
124,20,79,25,11,713,2709,719,713,813,1,cutting,11,1,16,0
147,28,65,54,4,1173,2268,1730,1173,1255,1,cutting,9,1,12,0
146,54,74,18,0,2626,3530,544,544,550,1,finishing,9,0,-5,0
144,31,70,43,0,1582,2647,1377,1377,1664,1,finishing,7,0,5,0
91,27,46,18,6,1180,1636,703,703,694,0,finishing,0,0,-1,1
208,64,74,70,48,2363,2144,1974,1974,2139,1,finishing,3,0,-5,0
163,62,54,47,20,2867,1758,1692,1692,1792,1,finishing,5,1,13,0
181,61,84,36,9,2960,3666,1059,1059,926,0,finishing,0,0,5,1
173,48,61,64,34,1864,2038,2411,1864,2188,1,cutting,0,0,1,0
215,77,75,63,13,3063,2667,2377,2377,2728,0,finishing,0,0,2,0
185,54,73,58,10,2572,3213,1941,1941,1786,0,finishing,0,0,6,1
160,74,33,53,24,3500,1048,1555,1048,1141,1,sewing,4,0,2,0
127,52,43,32,14,2089,1376,968,968,938,0,finishing,0,0,5,1
155,70,38,47,4,3312,1463,1707,1463,1415,0,sewing,0,0,0,1
121,42,47,32,8,1662,1908,1061,1061,909,0,finishing,0,0,2,1
163,33,71,59,4,1428,2987,2131,1428,1530,1,cutting,12,1,11,0
125,61,40,24,29,2778,1111,541,541,541,0,finishing,0,0,3,1
187,56,79,52,33,2169,2351,1861,1861,1976,1,finishing,10,1,19,0
154,26,60,68,28,903,1802,2009,903,1103,1,cutting,7,1,9,0
106,37,41,28,26,1419,1115,771,771,762,0,finishing,0,0,6,1
92,26,44,22,20,991,1434,574,574,711,1,finishing,9,1,5,0
142,65,52,25,9,2500,2180,695,695,671,0,finishing,0,0,-6,1
142,24,74,44,27,779,2147,1096,779,910,1,cutting,11,1,16,0
103,27,26,50,2,1335,952,1787,952,816,0,sewing,0,0,5,1
132,35,62,35,15,1503,1970,1167,1167,1065,0,finishing,0,0,0,1
139,70,42,27,20,2751,1522,815,815,984,0,finishing,0,0,-3,0
137,66,27,44,25,3049,544,1563,544,485,0,sewing,0,0,5,1
173,57,73,43,4,2387,3358,1289,1289,1342,1,finishing,2,0,4,0
151,45,72,34,5,2108,3069,1431,1431,1784,0,finishing,0,0,1,0
141,54,66,21,25,2236,2580,544,544,622,1,finishing,0,0,6,0
146,55,49,42,26,2238,1448,1123,1123,1140,1,finishing,0,0,3,0
123,49,26,48,7,2186,961,1738,961,941,0,sewing,0,0,2,1
215,63,87,65,39,2106,2410,2270,2106,2103,0,cutting,0,0,-5,0
178,56,83,39,1,2671,3097,1183,1183,1071,0,finishing,0,0,5,1
182,68,70,44,40,2627,2175,1378,1378,1370,0,finishing,0,0,-5,1
143,55,25,63,23,2554,707,2380,707,714,1,sewing,0,0,1,0
171,49,62,60,5,2274,2155,2032,2032,2098,0,finishing,0,0,4,0
146,71,43,32,5,3256,1733,1367,1367,1345,0,finishing,0,0,-4,1
180,58,86,36,32,2311,2900,1138,1138,1402,1,finishing,5,1,7,0
199,72,69,58,18,2938,2785,1626,1626,1643,0,finishing,0,0,3,0
139,29,41,69,23,1078,1054,2432,1054,1117,1,sewing,0,0,5,0
186,77,68,41,17,3745,2466,1194,1194,1146,0,finishing,0,0,1,1
145,31,89,25,35,1070,3435,649,649,556,0,finishing,0,0,1,1
126,53,48,25,16,2353,1531,672,672,672,0,finishing,0,0,2,1
166,79,72,15,30,2802,2655,264,264,271,0,finishing,0,0,-5,0
143,56,72,15,11,2689,3155,379,379,404,1,finishing,0,0,-6,0
167,67,71,29,28,2324,2476,692,692,594,0,finishing,0,0,0,1
180,57,65,58,0,2169,2650,2528,2169,2561,1,cutting,5,1,14,0
155,64,62,29,9,3048,2395,977,977,964,0,finishing,0,0,0,1
136,42,41,53,16,1592,1380,1554,1380,1473,1,sewing,3,1,10,0
201,71,64,66,34,2466,2284,2289,2284,2017,0,sewing,0,0,-6,1
163,29,70,64,35,993,2180,2174,993,959,0,cutting,0,0,-3,1
190,76,71,43,16,3264,2965,1311,1311,1416,1,finishing,5,1,17,0
144,22,79,43,12,878,2742,1630,878,780,0,cutting,0,0,2,1
151,52,49,50,19,2474,1576,1503,1503,1817,1,finishing,7,1,5,0
126,41,67,18,28,1680,2583,405,405,407,1,finishing,0,0,0,0
132,30,51,51,11,1349,1604,1464,1349,1659,1,cutting,0,0,4,0
