total_workers,cutting_workers,sewing_workers,finishing_workers,cutting_attendance,sewing_attendance,finishing_attendance,cutting_output,sewing_output,finishing_output,final_output,daily_target,workflow_blocked,bottleneck_department,reallocated_workers,diversion_success,targeted_productivity_gain,target_achieved
96,22,56,18,16,33,16,811,1309,599,599,705,1,finishing,5,1,15,0
155,48,69,38,42,54,37,1697,2022,1376,1376,1319,0,finishing,0,0,-2,1
144,49,80,15,37,50,13,1436,1782,542,542,475,0,finishing,0,0,6,1
205,78,77,50,61,52,46,2658,2323,1442,1442,1322,0,finishing,0,0,2,1
123,20,37,66,19,33,56,750,1395,2409,750,670,0,cutting,0,0,-6,1
111,49,35,27,35,27,24,1379,938,976,938,982,1,sewing,9,1,19,0
155,39,50,66,33,35,45,1579,1202,1731,1202,1104,0,sewing,0,0,2,1
176,63,70,43,57,64,40,2641,2620,1322,1322,1317,0,finishing,0,0,4,1
174,71,50,53,61,35,48,3105,1600,2080,1600,1571,0,sewing,0,0,-1,1
138,57,33,48,46,32,35,2198,1300,1066,1066,1205,1,finishing,6,1,4,0
166,68,33,65,50,19,56,2311,823,1784,823,701,0,sewing,0,0,4,1
140,36,55,49,33,35,49,1603,1610,1933,1603,1363,0,cutting,0,0,-3,1
130,62,33,35,48,19,26,2234,779,1095,779,746,0,sewing,0,0,1,1
219,79,75,65,74,61,57,3473,2627,1879,1879,1925,1,finishing,9,1,7,0
140,46,73,21,34,49,20,1428,1699,743,743,654,0,finishing,0,0,-4,1
176,68,66,42,52,45,36,2400,2104,1617,1617,1570,0,finishing,0,0,5,1
155,72,58,25,63,55,18,2417,2229,679,679,786,1,finishing,0,0,-6,0
175,73,45,57,72,27,57,3545,1155,1791,1155,1429,1,sewing,4,1,20,0
211,58,89,64,58,81,45,2932,2848,1650,1650,1581,0,finishing,0,0,2,1
179,60,62,57,58,37,39,2992,1738,1693,1693,1469,0,finishing,0,0,6,1
146,27,82,37,26,81,35,1325,3401,1281,1281,1287,0,finishing,0,0,-4,0
82,23,28,31,16,22,27,679,953,1145,679,593,0,cutting,0,0,3,1
141,25,63,53,23,39,36,1174,1604,1349,1174,1296,1,cutting,9,1,8,0
176,49,75,52,49,66,34,2045,2788,1136,1136,1099,0,finishing,0,0,-5,1
171,70,79,22,60,74,14,2695,3087,472,472,483,1,finishing,4,0,0,0
144,42,38,64,36,34,46,1515,1177,1797,1177,1201,1,sewing,9,0,-2,0
174,79,79,16,63,75,14,2669,2617,422,422,412,0,finishing,0,0,-4,1
152,30,70,52,24,68,46,1004,2832,1380,1004,1246,1,cutting,7,1,20,0
106,34,30,42,25,22,39,1117,1053,1610,1053,1069,1,sewing,2,0,-5,0
124,33,39,52,26,34,52,1220,1233,2200,1220,1101,0,cutting,0,0,-3,1
179,33,85,61,29,51,49,1177,1911,2144,1177,1078,0,cutting,0,0,0,1
93,41,27,25,33,20,20,1482,753,784,753,769,1,sewing,5,0,3,0
191,46,76,69,33,75,68,1596,3491,2989,1596,1463,0,cutting,0,0,5,1
115,36,30,49,33,29,31,1654,1173,1186,1173,1009,0,sewing,0,0,-2,1
149,46,38,65,35,32,61,1420,1264,2174,1264,1143,0,sewing,0,0,4,1
169,54,56,59,49,55,57,2238,2109,2143,2109,2161,1,sewing,10,0,-1,0
124,71,31,22,52,27,16,2501,1174,494,494,565,1,finishing,7,1,5,0
100,42,39,19,36,25,18,1712,871,764,764,788,1,finishing,0,0,-1,0
172,35,77,60,34,54,42,1536,2032,1494,1494,1364,0,finishing,0,0,-6,1
150,21,63,66,16,46,58,825,1725,1780,825,1031,1,cutting,12,1,17,0
176,47,88,41,33,72,39,1375,2462,1632,1375,1244,0,cutting,0,0,-1,1
168,51,81,36,35,76,35,1796,3401,1556,1556,1425,0,finishing,0,0,3,1
123,21,79,23,17,70,18,836,3238,751,751,816,1,finishing,1,0,4,0
139,41,69,29,28,41,29,1429,1638,1242,1242,1080,0,finishing,0,0,-4,1
192,68,82,42,62,79,36,2704,3530,1411,1411,1380,0,finishing,0,0,-4,1
94,37,37,20,30,30,19,1557,1022,827,827,809,0,finishing,0,0,3,1
173,53,75,45,52,62,33,2118,2176,1276,1276,1431,1,finishing,5,1,17,0
197,70,58,69,54,54,69,2373,1947,2184,1947,1706,0,sewing,0,0,-2,1
156,34,86,36,26,78,28,1241,3448,1203,1203,1211,1,finishing,3,1,12,1
196,80,90,26,65,62,17,3081,2711,569,569,502,0,finishing,0,0,6,1
145,68,59,18,48,56,17,1995,2415,582,582,598,1,finishing,2,0,-3,0
144,29,82,33,28,80,31,1432,3541,1387,1387,1445,1,finishing,0,0,4,0
130,38,46,46,28,27,35,1404,1127,1249,1127,968,0,sewing,0,0,1,1
124,42,26,56,37,15,38,1720,591,1280,591,527,0,sewing,0,0,4,1
100,32,29,39,31,29,28,1319,1207,1188,1188,1147,0,finishing,0,0,-1,1
162,74,54,34,51,33,33,2500,1464,1244,1244,1404,1,finishing,2,1,15,0
122,31,60,31,25,57,25,1041,2279,1059,1041,957,0,cutting,0,0,-1,1
142,64,33,45,63,28,35,2791,1259,1106,1106,1130,1,finishing,6,0,3,0
119,27,43,49,25,41,47,1181,1895,1928,1181,1374,1,cutting,9,1,5,0
149,39,65,45,36,61,33,1790,2163,1405,1405,1546,1,finishing,12,1,16,0
148,65,57,26,53,38,19,2631,1637,738,738,649,0,finishing,0,0,3,1
132,70,38,24,52,37,15,2261,1681,662,662,694,1,finishing,1,1,10,0
95,30,43,22,21,28,14,852,1020,420,420,385,0,finishing,0,0,1,1
142,47,73,22,33,72,14,1488,3084,561,561,580,1,finishing,1,1,13,0
143,32,72,39,23,52,25,1169,1939,957,957,1129,1,finishing,0,0,2,0
164,68,31,65,62,22,55,3035,984,2104,984,876,0,sewing,0,0,0,1
208,75,65,68,73,64,47,2809,2353,1955,1955,1874,0,finishing,0,0,0,1
141,78,48,15,65,36,11,3336,1520,402,402,342,0,finishing,0,0,5,1
144,22,80,42,21,75,35,825,2563,1389,825,915,0,cutting,0,0,-5,0
151,65,53,33,45,45,29,1914,1781,1225,1225,1352,1,finishing,0,0,3,0
156,20,72,64,18,67,47,792,2792,1617,792,728,0,cutting,0,0,3,1
157,56,76,25,51,74,16,2314,3075,613,613,625,1,finishing,11,1,19,1
142,70,34,38,49,25,36,2267,913,1324,913,829,0,sewing,0,0,0,1
99,21,55,23,14,35,16,616,1533,717,616,644,1,cutting,3,1,13,0
113,25,25,63,22,17,42,1077,663,1581,663,711,1,sewing,2,1,8,0
152,51,62,39,40,62,26,1574,2692,1105,1105,1096,0,finishing,0,0,3,1
164,65,76,23,58,62,16,2336,2631,594,594,579,0,finishing,0,0,-6,1
190,71,58,61,60,42,43,2368,1753,1729,1729,1792,0,finishing,0,0,0,0
181,69,89,23,48,89,16,1908,4109,599,599,553,0,finishing,0,0,5,1
111,23,33,55,22,22,45,962,1040,1660,962,834,0,cutting,0,0,1,1
145,31,89,25,29,73,20,1104,2572,756,756,917,1,finishing,12,1,6,0
125,28,78,19,25,69,12,1118,2402,423,423,433,1,finishing,0,0,3,0
122,43,25,54,32,22,38,1655,950,1319,950,978,0,sewing,0,0,-1,0
133,34,81,18,32,56,14,1235,2266,590,590,604,0,finishing,0,0,1,0
119,36,36,47,34,30,47,1630,1313,1570,1313,1357,1,sewing,9,1,17,0
136,42,41,53,33,32,49,1607,1273,2008,1273,1538,1,sewing,0,0,1,0
162,32,64,66,30,40,48,1518,1766,1490,1490,1275,0,finishing,0,0,-1,1
174,69,76,29,69,56,19,3074,2136,846,846,1011,1,finishing,4,0,-4,0
118,46,32,40,45,23,34,1984,1021,1248,1021,1008,0,sewing,0,0,5,1
148,36,63,49,33,43,48,1394,1568,2016,1394,1461,1,cutting,5,1,8,0
121,54,31,36,47,18,30,2323,845,1217,845,850,1,sewing,0,0,0,0
132,30,51,51,23,30,34,1048,1159,1410,1048,958,0,cutting,0,0,5,1
124,39,28,57,36,17,44,1418,597,1386,597,739,0,sewing,0,0,4,0
100,21,43,36,18,39,33,782,1700,1077,782,783,1,cutting,6,1,12,1
157,64,35,58,49,21,39,2319,767,1697,767,943,1,sewing,1,0,0,0
119,68,31,20,57,19,18,2337,837,589,589,732,1,finishing,5,1,14,0
136,22,81,33,15,79,22,730,3464,938,730,740,1,cutting,10,1,4,0
189,78,54,57,78,34,38,2974,1342,1685,1342,1405,1,sewing,0,0,5,0
132,77,40,15,61,35,10,3118,1620,364,364,373,1,finishing,0,0,2,0
105,39,37,29,37,32,27,1725,1166,1030,1030,1060,1,finishing,6,0,-1,0
95,44,34,17,30,26,14,1379,1094,555,555,557,1,finishing,1,0,0,0
191,65,81,45,53,50,36,2753,2050,1454,1454,1404,0,finishing,0,0,-3,1
162,62,49,51,52,38,51,2484,1816,2189,1816,1636,0,sewing,0,0,1,1
125,44,45,36,35,27,26,1408,1049,784,784,822,1,finishing,0,0,0,0
113,31,61,21,28,53,17,1136,1847,557,557,663,1,finishing,5,0,-5,0
112,24,26,62,16,24,41,752,1115,1745,752,663,0,cutting,0,0,4,1
192,68,77,47,55,61,30,2206,2845,939,939,927,0,finishing,0,0,-4,1
117,59,25,33,51,22,26,2476,1054,997,997,1136,1,finishing,2,0,5,0
170,57,79,34,44,72,22,1814,3297,798,798,866,0,finishing,0,0,5,0
150,29,83,38,25,82,26,977,3318,960,960,890,0,finishing,0,0,-6,1
181,78,81,22,56,70,16,2304,3116,481,481,452,0,finishing,0,0,-4,1
91,26,46,19,23,43,13,1042,2009,530,530,616,1,finishing,9,1,15,0
137,41,35,61,37,35,49,1700,1417,2185,1417,1331,0,sewing,0,0,0,1
145,55,30,60,39,30,49,1982,1221,2032,1221,1491,0,sewing,0,0,0,0
149,58,44,47,58,41,35,2856,1552,1554,1552,1329,0,sewing,0,0,-5,1
119,52,42,25,51,30,16,1976,1251,627,627,639,1,finishing,0,0,4,0
142,80,44,18,64,28,15,2681,1339,597,597,737,1,finishing,2,1,15,0
165,56,50,59,39,34,58,1883,1216,2291,1216,1344,1,sewing,0,0,-4,0
155,28,81,46,24,56,32,993,2466,979,979,1053,0,finishing,0,0,-1,0
148,76,31,41,61,24,32,2320,1146,987,987,1153,1,finishing,8,1,7,0
135,59,53,23,43,52,14,2026,2489,438,438,531,1,finishing,0,0,-2,0
144,44,30,70,32,27,68,1644,1000,3002,1000,882,0,sewing,0,0,5,1
133,54,60,19,49,48,14,1965,1686,602,602,682,0,finishing,0,0,-6,0
169,43,76,50,35,71,44,1555,3162,1908,1555,1595,1,cutting,0,0,2,0
184,71,75,38,60,46,28,2768,2065,1168,1168,998,0,finishing,0,0,0,1
153,45,50,58,35,49,43,1681,2055,1511,1511,1403,0,finishing,0,0,-4,1
121,49,49,23,39,41,16,1718,1872,501,501,551,1,finishing,12,0,4,0
153,55,66,32,42,42,30,1898,1729,1298,1298,1227,0,finishing,0,0,3,1
179,80,37,62,75,35,44,3521,1544,1918,1544,1824,1,sewing,4,0,-1,0
149,71,55,23,58,47,16,2925,2036,567,567,500,0,finishing,0,0,-3,1
175,80,29,66,78,20,44,3049,913,1879,913,915,1,sewing,6,1,16,1
183,78,59,46,64,49,41,2957,2279,1720,1720,1634,0,finishing,0,0,4,1
129,41,50,38,31,43,29,1422,2058,987,987,1014,1,finishing,2,1,12,0
89,28,35,26,24,25,21,919,1094,632,632,655,1,finishing,9,0,-1,0
160,31,76,53,23,65,45,1059,2571,1919,1059,1017,0,cutting,0,0,-3,1
173,20,83,70,16,57,52,690,2510,2330,690,621,0,cutting,0,0,-2,1
137,23,58,56,19,41,41,972,1862,1415,972,865,0,cutting,0,0,5,1
146,71,32,43,67,25,34,3163,1010,1073,1010,1243,0,sewing,0,0,4,0
149,63,40,46,60,35,34,2399,1248,1207,1207,1179,0,finishing,0,0,2,1
127,37,65,25,28,50,20,1353,1823,866,866,871,1,finishing,11,1,7,1
156,51,49,56,40,49,36,1907,1947,1264,1264,1364,1,finishing,3,1,16,0
170,63,66,41,50,45,40,1902,1705,1237,1237,1527,1,finishing,3,1,6,0
128,21,72,35,14,44,22,712,1794,885,712,756,1,cutting,4,0,-6,0
150,58,63,29,58,59,19,2828,2185,683,683,811,1,finishing,0,0,-6,0
99,32,40,27,28,35,22,1342,1443,788,788,831,1,finishing,11,1,11,0
144,42,41,61,34,35,60,1617,1635,1933,1617,1520,0,cutting,0,0,1,1
131,34,49,48,32,48,36,1216,1876,1335,1216,1494,1,cutting,4,0,0,0
130,47,36,47,43,22,45,1873,1027,1722,1027,1038,1,sewing,2,1,9,0
162,73,50,39,52,33,25,2333,1194,787,787,823,1,finishing,0,0,2,0
171,63,48,60,46,43,60,2259,1841,2630,1841,2129,1,sewing,4,0,6,0
101,36,41,24,28,30,17,1119,1087,691,691,596,0,finishing,0,0,3,1
119,38,57,24,31,51,24,1244,2316,1076,1076,1059,0,finishing,0,0,5,1
136,42,76,18,35,56,16,1433,2418,696,696,672,0,finishing,0,0,6,1
222,66,86,70,53,55,65,2099,1912,2336,1912,2113,1,sewing,0,0,4,0
163,40,54,69,36,41,68,1429,1716,2191,1429,1520,1,cutting,0,0,4,0
178,23,90,65,20,79,49,919,3482,1952,919,914,0,cutting,0,0,-2,1
172,70,85,17,60,71,13,2757,3208,572,572,571,0,finishing,0,0,0,1
144,66,59,19,48,53,17,2045,2003,655,655,763,1,finishing,10,0,2,0
187,51,70,66,40,43,57,1969,1950,1725,1725,1685,0,finishing,0,0,4,1
108,20,34,54,20,30,50,786,1326,1567,786,764,0,cutting,0,0,3,1
169,35,80,54,30,77,52,1377,3107,1588,1377,1576,0,cutting,0,0,0,0
166,51,86,29,37,62,20,1632,2446,829,829,826,0,finishing,0,0,3,1
194,53,85,56,50,73,43,2488,3438,1896,1896,2332,1,finishing,2,1,16,0
132,41,64,27,28,54,27,1348,2273,945,945,821,0,finishing,0,0,-4,1
97,27,33,37,18,31,29,806,1218,1302,806,811,1,cutting,12,0,-4,0
170,46,84,40,36,69,34,1703,2766,1224,1224,1245,1,finishing,2,1,10,0
155,44,69,42,41,42,35,2050,1447,1263,1263,1295,1,finishing,0,0,5,0
154,44,59,51,36,54,38,1853,2169,1202,1202,1228,1,finishing,4,0,-6,0
188,64,72,52,58,66,33,2349,2567,1069,1069,966,0,finishing,0,0,-3,1
140,47,63,30,34,47,28,1430,1943,1196,1196,1438,1,finishing,5,1,17,0
134,35,63,36,28,46,34,1150,2020,1420,1150,1277,1,cutting,10,1,11,0
163,73,58,32,69,48,24,2840,2223,1035,1035,950,0,finishing,0,0,4,1
143,73,46,24,58,28,24,2470,1116,937,937,978,1,finishing,9,1,20,0
137,57,59,21,46,40,14,2370,1918,579,579,564,0,finishing,0,0,-4,1
176,27,86,63,18,81,50,759,3719,1760,759,715,0,cutting,0,0,0,1
156,43,68,45,42,58,33,2101,2074,1110,1110,983,0,finishing,0,0,0,1
176,74,63,39,53,41,36,2467,1719,1524,1524,1441,0,finishing,0,0,-1,1
132,26,42,64,19,31,64,951,1198,2297,951,976,1,cutting,6,1,19,0
166,20,80,66,14,61,44,583,2381,1516,583,520,0,cutting,0,0,0,1
88,34,35,19,26,35,17,1005,1290,737,737,665,0,finishing,0,0,4,1
126,67,42,17,53,31,13,2353,1133,469,469,455,0,finishing,0,0,-3,1
204,62,82,60,61,75,55,2951,3258,2192,2192,2538,0,finishing,0,0,2,0
195,70,65,60,53,57,47,2297,2402,1445,1445,1706,1,finishing,8,1,6,0
134,49,58,27,35,43,20,1742,1497,668,668,812,1,finishing,0,0,2,0
161,59,60,42,53,46,32,2346,1780,1378,1378,1490,1,finishing,3,1,11,0
78,20,42,16,15,35,13,690,1242,429,429,365,0,finishing,0,0,-3,1
157,36,77,44,32,50,31,1516,1999,1142,1142,1201,1,finishing,0,0,1,0
191,59,69,63,51,48,63,1978,1818,2239,1818,1767,0,sewing,0,0,-4,1
194,78,54,62,72,49,48,3558,1783,1460,1460,1415,0,finishing,0,0,6,1
81,28,30,23,27,22,21,1051,1047,813,813,1016,1,finishing,0,0,5,0
132,30,45,57,23,36,38,1157,1253,1604,1157,1426,1,cutting,8,1,7,0
214,73,85,56,71,82,46,3517,3263,1809,1809,2237,1,finishing,7,1,11,0
159,54,81,24,52,57,20,2344,2681,653,653,558,0,finishing,0,0,3,1
177,70,68,39,61,64,33,2558,2404,1241,1241,1538,1,finishing,8,1,6,0
139,70,48,21,53,30,14,2740,1070,516,516,510,0,finishing,0,0,-1,1
208,64,78,66,63,49,63,3202,2335,1959,1959,2395,1,finishing,11,1,8,0
132,42,38,52,38,30,44,1538,1153,1904,1153,1324,1,sewing,0,0,1,0
216,80,74,62,64,51,47,2931,1863,1425,1425,1538,1,finishing,0,0,4,0
150,40,58,52,38,46,39,1927,2040,1170,1170,1153,0,finishing,0,0,-2,1
144,38,63,43,26,46,43,1293,1885,1676,1293,1360,1,cutting,1,1,16,0
216,69,89,58,59,57,56,2874,2187,2341,2187,2166,0,sewing,0,0,5,1
165,77,48,40,66,48,36,2701,2268,1402,1402,1234,0,finishing,0,0,-4,1
181,48,88,45,43,62,34,2183,2600,1028,1028,927,0,finishing,0,0,2,1
134,25,43,66,19,25,62,820,1103,2006,820,803,0,cutting,0,0,-1,1
184,79,77,28,56,55,27,2377,2453,1093,1093,1098,1,finishing,3,1,9,1
191,72,62,57,55,38,50,2380,1470,1694,1470,1501,1,sewing,0,0,-3,0
133,66,38,29,66,23,18,2759,954,769,769,831,1,finishing,0,0,-4,0
138,26,47,65,19,39,65,800,1687,2811,800,926,1,cutting,9,1,16,0
86,39,26,21,39,24,14,1771,904,532,532,558,1,finishing,11,0,6,0
142,44,47,51,44,44,48,1944,1819,1616,1616,1442,0,finishing,0,0,5,1
153,44,76,33,43,70,32,1821,3110,1245,1245,1361,1,finishing,0,0,-4,0
211,65,80,66,49,59,44,1994,2020,1775,1775,1546,0,finishing,0,0,-2,1
171,54,52,65,40,40,65,1791,1646,2807,1646,1958,1,sewing,10,1,17,0
168,57,60,51,55,39,38,2485,1434,1559,1434,1259,0,sewing,0,0,0,1
140,47,77,16,37,46,10,1408,2166,412,412,406,0,finishing,0,0,0,1
84,32,37,15,27,23,11,1332,868,476,476,552,0,finishing,0,0,-1,0
141,55,45,41,43,45,27,1669,1780,1092,1092,993,0,finishing,0,0,0,1
204,79,56,69,62,38,61,3217,1402,2627,1402,1403,1,sewing,4,1,17,1
159,77,35,47,63,31,33,3173,1472,1441,1441,1734,1,finishing,4,1,13,0
122,69,38,15,50,28,10,2364,1262,330,330,306,0,finishing,0,0,-5,1
214,63,90,61,51,76,44,2267,3222,1885,1885,1877,0,finishing,0,0,6,1
134,67,27,40,61,23,32,2399,795,1322,795,966,1,sewing,9,1,12,0
123,35,34,54,26,27,54,1149,1072,1993,1072,1049,0,sewing,0,0,3,1
151,46,56,49,43,42,42,2031,1532,1685,1532,1860,1,sewing,6,1,16,0
191,54,74,63,42,63,51,1933,2225,1777,1777,1652,0,finishing,0,0,3,1
137,56,45,36,49,34,32,2049,1363,1265,1265,1515,1,finishing,10,0,-2,0
169,60,85,24,55,78,24,2851,2984,995,995,996,0,finishing,0,0,-6,0
172,55,83,34,53,65,30,2275,2772,1156,1156,1128,0,finishing,0,0,2,1
190,32,89,69,26,60,57,1156,2282,2101,1156,1293,1,cutting,9,0,0,0
97,38,28,31,30,21,20,1472,762,792,762,933,1,sewing,0,0,-6,0
129,30,76,23,28,47,20,1220,1961,870,870,801,0,finishing,0,0,-2,1
148,54,57,37,53,37,36,2178,1546,1371,1371,1425,1,finishing,5,1,11,0
175,59,85,31,44,73,26,2278,2723,838,838,1012,1,finishing,0,0,-3,0
152,22,69,61,21,65,60,916,2748,2582,916,935,0,cutting,0,0,-1,0
127,44,62,21,38,45,16,1883,2146,639,639,708,1,finishing,0,0,6,0
133,50,27,56,38,24,51,1530,1111,2144,1111,1035,0,sewing,0,0,-3,1
178,47,72,59,35,44,45,1462,1678,1991,1462,1357,0,cutting,0,0,-6,1
163,45,86,32,41,72,26,1878,3384,1099,1099,1092,0,finishing,0,0,-6,1
152,44,43,65,42,29,45,1786,1125,1753,1125,1212,1,sewing,3,1,9,0
89,27,26,36,21,18,33,988,686,1382,686,610,0,sewing,0,0,0,1
158,39,61,58,39,46,48,1808,1950,1674,1674,1602,0,finishing,0,0,-3,1
142,54,53,35,37,46,35,1448,1652,1224,1224,1197,0,finishing,0,0,5,1
120,73,32,15,58,25,10,2738,1181,439,439,414,0,finishing,0,0,1,1
133,35,43,55,31,40,40,1362,1511,1585,1362,1598,1,cutting,6,1,9,0
120,31,64,25,31,64,21,1238,2945,661,661,605,0,finishing,0,0,1,1
121,43,35,43,31,21,37,1575,869,1463,869,884,1,sewing,5,1,15,1
149,60,52,37,46,40,31,2310,1769,1326,1326,1270,0,finishing,0,0,1,1
149,27,70,52,22,64,51,977,2408,2178,977,950,0,cutting,0,0,-3,1
190,51,90,49,35,68,37,1391,2519,1156,1156,1372,1,finishing,10,1,17,0
155,79,29,47,70,25,47,3531,1134,1802,1134,1115,0,sewing,0,0,2,1
115,50,50,15,44,47,12,1785,2048,416,416,390,0,finishing,0,0,0,1
127,40,52,35,39,38,29,1925,1709,891,891,925,1,finishing,4,0,0,0
149,51,36,62,50,35,52,2553,1480,1870,1480,1846,1,sewing,3,1,12,0
204,76,73,55,66,51,45,2556,2153,1745,1745,1491,0,finishing,0,0,-6,1
167,54,68,45,44,58,29,1999,2161,1275,1275,1380,1,finishing,7,1,13,0
163,77,61,25,73,45,22,3057,2120,916,916,868,0,finishing,0,0,4,1
194,59,83,52,52,77,38,2384,3563,1609,1609,1795,1,finishing,9,0,2,0
174,67,39,68,64,24,49,2560,964,1899,964,1129,1,sewing,2,1,13,0
157,53,49,55,51,31,49,1948,1196,1896,1196,1166,0,sewing,0,0,-1,1
173,71,37,65,57,28,55,2562,1294,2081,1294,1309,0,sewing,0,0,5,0
89,33,28,28,31,24,23,1504,1101,729,729,642,0,finishing,0,0,1,1
140,73,35,32,61,30,20,3075,1029,838,838,870,1,finishing,3,1,18,0
118,49,31,38,44,20,32,2202,938,1240,938,893,0,sewing,0,0,-5,1
187,60,65,62,58,56,40,2816,2268,1649,1649,1952,1,finishing,1,1,7,0
147,27,55,65,27,35,42,1119,1610,1339,1119,1127,1,cutting,6,0,5,0
128,47,30,51,33,29,49,1405,1203,1544,1203,1178,0,sewing,0,0,-2,1
95,40,32,23,32,22,21,1308,769,738,738,891,1,finishing,7,0,1,0
136,25,52,59,22,47,57,959,1759,2012,959,1018,0,cutting,0,0,-1,0
190,54,66,70,50,41,56,2343,1561,2239,1561,1394,0,sewing,0,0,0,1
175,72,73,30,68,58,28,2761,2253,1208,1208,1072,0,finishing,0,0,0,1
150,63,30,57,48,26,44,2140,950,1338,950,880,0,sewing,0,0,6,1
175,61,73,41,42,53,33,1769,2188,1176,1176,1010,0,finishing,0,0,5,1
159,63,77,19,45,52,19,2314,2003,824,824,856,1,finishing,5,0,-1,0
83,27,29,27,26,25,17,1037,1193,512,512,463,0,finishing,0,0,0,1
188,28,90,70,20,70,65,832,2645,2063,832,911,1,cutting,0,0,-6,0
184,56,77,51,40,72,48,1745,3148,2059,1745,1777,1,cutting,10,0,2,0
168,54,60,54,53,50,43,2660,2228,1516,1516,1663,1,finishing,12,1,8,0
183,74,87,22,65,69,17,2489,3280,715,715,891,1,finishing,5,1,5,0
124,32,64,28,31,54,26,1569,2219,860,860,879,1,finishing,12,0,0,0
166,38,85,43,26,67,30,1072,2285,905,905,1120,1,finishing,11,1,4,0
112,31,41,40,23,35,30,1127,1665,1315,1127,1082,0,cutting,0,0,-3,1
166,77,35,54,54,32,46,2392,1148,1565,1148,978,0,sewing,0,0,5,1
211,64,88,59,62,69,41,2846,2500,1458,1458,1775,1,finishing,0,0,1,0
150,65,64,21,65,42,15,3153,1747,554,554,569,1,finishing,5,1,17,1
107,33,48,26,28,30,23,1394,1353,754,754,722,0,finishing,0,0,5,1
139,61,52,26,55,34,17,2500,1452,519,519,476,0,finishing,0,0,-5,1
165,64,73,28,45,58,18,1804,2296,727,727,706,0,finishing,0,0,-4,1
115,69,29,17,67,22,17,3289,868,714,714,759,1,finishing,9,1,4,0
170,41,84,45,37,70,29,1437,2865,929,929,1080,0,finishing,0,0,6,0
155,49,52,54,48,33,41,2329,1137,1507,1137,982,0,sewing,0,0,2,1
196,72,73,51,51,66,49,2275,2313,1756,1756,1519,0,finishing,0,0,6,1
164,72,57,35,72,42,33,3146,1493,1235,1235,1252,1,finishing,0,0,-6,0
140,49,57,34,41,47,22,2122,1693,734,734,705,0,finishing,0,0,-4,1
