total_workers,cutting_workers,sewing_workers,finishing_workers,cutting_attendance,sewing_attendance,finishing_attendance,cutting_output,sewing_output,finishing_output,final_output,daily_target,target_completion_rate
185,75,66,44,74,65,42,2708,2030,1122,1122,1099,1.0209
182,79,75,28,77,72,27,3048,2012,824,824,723,1.1397
163,42,79,42,37,78,37,1293,1293,807,807,930,0.8677
133,52,35,46,46,30,38,1392,665,665,665,838,0.7936
162,71,74,17,57,72,16,1991,1991,324,324,338,0.9586
168,53,72,43,43,63,34,1182,1182,732,732,1677,0.4365
195,69,90,36,56,79,32,1865,1865,768,768,1352,0.568
162,79,56,27,73,49,24,2053,1462,505,505,555,0.9099
164,35,80,49,34,80,47,1386,1386,1386,1386,1340,1.0343
165,73,63,29,72,62,28,2623,1675,651,651,613,1.062
125,47,47,31,37,41,25,1087,864,496,496,956,0.5188
156,61,60,35,58,59,33,1934,1610,984,984,928,1.0603
158,78,40,40,75,37,38,2562,826,826,826,872,0.9472
158,80,45,33,66,40,29,2017,1108,619,619,1076,0.5753
97,42,29,26,40,29,25,1630,794,745,745,731,1.0192
156,59,73,24,50,69,21,1511,1511,504,504,750,0.672
128,48,64,16,38,50,13,1173,1173,311,311,500,0.622
131,39,45,47,38,43,45,1362,1270,1270,1270,1195,1.0628
176,69,57,50,55,44,42,1587,1055,982,982,2221,0.4421
102,30,43,29,28,43,28,916,916,595,595,674,0.8828
154,50,89,15,43,67,13,1204,1204,276,276,434,0.6359
137,53,36,48,45,33,44,1459,815,815,815,871,0.9357
90,27,25,38,24,24,34,678,566,566,566,614,0.9218
142,79,25,38,74,24,38,2645,560,560,560,705,0.7943
152,58,64,30,55,63,29,1732,1732,681,681,598,1.1388
195,78,89,28,68,86,27,2079,2079,696,696,865,0.8046
158,55,54,49,48,45,39,1364,1075,768,768,1293,0.594
178,66,81,31,58,78,27,1856,1856,642,642,650,0.9877
145,64,66,15,64,66,14,2244,2149,367,367,357,1.028
99,27,55,17,25,49,16,703,703,341,341,376,0.9069
140,55,60,25,49,52,21,1621,1366,429,429,652,0.658
152,47,85,20,40,74,19,1437,1437,488,488,586,0.8328
147,69,29,49,61,23,37,1585,490,490,490,1079,0.4541
183,54,85,44,52,84,43,1748,1748,1036,1036,1012,1.0237
196,77,88,31,76,74,28,2279,1976,683,683,724,0.9434
123,45,43,35,39,42,29,1216,954,659,659,679,0.9705
152,51,69,32,42,58,26,1499,1290,631,631,676,0.9334
127,55,35,37,53,34,36,1979,948,912,912,802,1.1372
133,54,64,15,53,62,15,1699,1509,339,339,390,0.8692
117,40,27,50,31,21,38,875,553,553,553,954,0.5797
142,50,71,21,41,63,18,1049,1049,386,386,788,0.4898
141,50,48,43,48,46,43,1816,1206,1007,1007,890,1.1315
140,32,69,39,32,67,34,915,915,706,706,725,0.9738
122,27,67,28,23,55,23,703,703,553,553,701,0.7889
144,44,82,18,38,68,14,1325,1325,295,295,394,0.7487
119,71,27,21,69,22,19,2020,598,391,391,419,0.9332
64,20,29,15,20,29,15,793,793,444,444,407,1.0909
159,69,71,19,56,54,14,1699,1383,268,268,515,0.5204
165,50,66,49,41,59,37,998,998,770,770,1858,0.4144
136,41,68,27,39,67,27,1385,1385,718,718,688,1.0436
152,39,65,48,36,58,45,1259,1259,1224,1224,1511,0.8101
147,65,39,43,62,39,41,2327,1255,1187,1187,1069,1.1104
98,23,47,28,23,46,24,819,819,669,669,880,0.7602
179,67,77,35,58,77,34,2030,2030,852,852,884,0.9638
141,46,59,36,38,46,30,1187,1187,672,672,1644,0.4088
147,74,46,27,72,46,23,2462,1332,534,534,550,0.9709
138,23,71,44,23,68,44,802,802,802,802,740,1.0838
127,57,50,20,51,43,17,1698,1177,474,474,535,0.886
153,63,63,27,51,58,24,1589,1520,521,521,571,0.9124
139,72,51,16,72,45,15,2099,1277,368,368,394,0.934
119,41,50,28,35,49,23,1066,1066,620,620,756,0.8201
164,69,49,46,68,41,42,2297,972,898,898,1138,0.7891
156,41,75,40,40,72,38,1481,1481,982,982,937,1.048
94,27,42,25,23,36,21,729,729,417,417,930,0.4484
160,68,70,22,63,66,21,2260,1470,564,564,586,0.9625
134,55,49,30,47,48,24,1370,1143,623,623,743,0.8385
109,64,26,19,56,21,17,1510,460,388,388,691,0.5615
126,75,29,22,73,28,21,2680,744,508,508,458,1.1092
140,32,78,30,25,65,25,620,620,583,583,1009,0.5778
147,51,76,20,50,76,20,1673,1673,444,444,424,1.0472
151,43,61,47,41,60,45,1247,1247,989,989,1086,0.9107
107,32,46,29,29,39,22,769,769,416,416,683,0.6091
97,37,26,34,31,21,27,956,523,523,523,1020,0.5127
152,32,83,37,32,82,33,976,976,894,894,1051,0.8506
171,45,87,39,38,82,38,1226,1226,964,964,1003,0.9611
142,64,57,21,58,49,19,2027,1090,396,396,526,0.7529
155,77,42,36,75,41,34,2409,1294,805,805,779,1.0334
135,33,70,32,32,68,31,1179,1179,793,793,782,1.0141
154,40,72,42,40,70,42,1439,1439,986,986,865,1.1399
199,80,83,36,79,79,35,2556,2180,1001,1001,932,1.074
152,71,42,39,69,40,38,2239,1076,981,981,900,1.09
168,77,72,19,73,61,16,2397,1638,434,434,442,0.9819
180,60,78,42,53,65,41,1722,1566,934,934,1052,0.8878
173,72,72,29,56,55,22,1477,1306,484,484,791,0.6119
107,26,34,47,23,34,38,688,688,688,688,726,0.9477
91,29,43,19,23,34,17,669,669,344,344,762,0.4514
116,66,28,22,64,27,21,2050,781,444,444,411,1.0803
139,75,29,35,70,29,32,1987,792,694,694,903,0.7685
136,21,73,42,18,65,36,617,617,617,617,879,0.7019
130,51,59,20,49,47,20,1755,1235,545,545,561,0.9715
163,29,85,49,25,84,46,805,805,805,805,828,0.9722
168,74,62,32,68,57,30,2386,1263,745,745,856,0.8703
108,31,58,19,27,52,16,925,925,425,425,605,0.7025
157,65,45,47,57,41,41,1761,1049,957,957,1077,0.8886
161,61,78,22,55,75,19,1779,1742,445,445,592,0.7517
120,28,66,26,27,54,22,952,952,539,539,588,0.9167
120,48,27,45,39,22,41,1286,515,515,515,648,0.7948
137,53,65,19,53,61,16,1824,1703,361,361,451,0.8004
115,21,44,50,17,34,41,451,451,451,451,710,0.6352
116,26,68,22,24,62,19,680,680,522,522,649,0.8043
128,43,49,36,43,49,35,1506,1506,890,890,828,1.0749
189,78,63,48,70,53,46,2134,1363,923,923,1154,0.7998
87,20,30,37,17,29,31,610,610,610,610,733,0.8322
115,20,69,26,17,64,22,535,535,535,535,791,0.6764
158,48,87,23,40,77,22,1252,1252,487,487,585,0.8325
187,74,81,32,58,61,28,1741,1235,615,615,1415,0.4346
170,73,75,22,65,73,21,2021,2021,423,423,565,0.7487
160,39,90,31,35,76,25,1254,1254,606,606,860,0.7047
152,25,87,40,22,69,35,656,656,656,656,1127,0.5821
122,41,35,46,35,34,42,1144,1000,1000,1000,1087,0.92
171,58,65,48,57,65,46,2158,1770,1303,1303,1242,1.0491
133,26,57,50,23,50,46,742,742,742,742,963,0.7705
125,76,33,16,75,33,15,2865,913,387,387,377,1.0265
145,59,37,49,59,32,44,1972,796,796,796,962,0.8274
111,23,59,29,19,54,27,623,623,543,543,783,0.6935
112,24,66,22,20,59,21,705,705,577,577,656,0.8796
98,46,34,18,39,28,16,968,570,328,328,550,0.5964
141,65,49,27,58,39,27,1970,1165,751,751,801,0.9376
104,27,52,25,24,52,22,709,709,559,559,576,0.9705
160,80,49,31,61,39,28,1629,877,726,726,1157,0.6275
142,67,34,41,64,32,33,1828,858,858,858,880,0.975
151,67,67,17,57,56,15,1524,1506,373,373,788,0.4734
186,55,86,45,50,76,37,1759,1759,974,974,1222,0.7971
148,45,60,43,36,56,41,1200,1200,1020,1020,1222,0.8347
168,45,80,43,41,65,39,1455,1455,1017,1017,1158,0.8782
167,63,66,38,61,66,37,1912,1592,880,880,863,1.0197
94,25,37,32,24,36,32,851,851,769,769,690,1.1145
137,57,35,45,48,28,37,1430,816,816,816,918,0.8889
140,43,61,36,42,61,35,1311,1311,843,843,751,1.1225
128,22,79,27,19,77,22,604,604,595,595,650,0.9154
149,56,59,34,46,48,34,1422,1422,922,922,1022,0.9022
114,33,47,34,30,40,33,1075,989,782,782,887,0.8816
174,65,60,49,57,49,45,1700,1319,1054,1054,1429,0.7376
179,60,88,31,52,71,27,1665,1665,612,612,878,0.697
185,77,86,22,77,73,20,2644,2116,446,446,508,0.878
184,51,83,50,50,80,48,1871,1871,1140,1140,1075,1.0605
158,70,51,37,58,46,35,1917,1102,947,947,1383,0.6847
156,57,66,33,51,54,28,1499,1046,499,499,857,0.5823
150,47,73,30,45,73,30,1748,1748,775,775,730,1.0616
147,33,64,50,30,48,39,906,906,693,693,1239,0.5593
133,26,88,19,23,75,15,639,639,373,373,759,0.4914
101,26,57,18,25,55,18,984,984,550,550,523,1.0516
153,39,67,47,39,65,45,1464,1464,1247,1247,1107,1.1265
148,73,44,31,59,37,25,1744,879,444,444,758,0.5858
69,20,31,18,17,27,17,523,523,429,429,586,0.7321
155,65,73,17,52,59,15,1715,1577,371,371,425,0.8729
118,44,39,35,35,38,29,1128,975,593,593,605,0.9802
172,64,71,37,61,62,32,2130,1844,836,836,852,0.9812
191,64,77,50,57,67,43,1830,1743,957,957,1512,0.6329
150,65,44,41,60,39,37,2131,989,857,857,977,0.8772
124,58,34,32,52,31,28,1755,716,716,716,785,0.9121
86,41,29,16,38,25,16,1349,673,447,447,471,0.949
89,26,28,35,25,26,29,701,701,701,701,722,0.9709
135,70,49,16,67,49,16,2399,1366,422,422,386,1.0933
150,56,50,44,48,43,36,1347,919,751,751,1802,0.4168
129,24,82,23,22,71,20,686,686,459,459,518,0.8861
104,41,41,22,36,31,19,892,660,356,356,580,0.6138
157,77,46,34,60,39,30,1540,761,522,522,990,0.5273
118,36,35,47,30,28,38,959,778,725,725,1146,0.6326
176,68,89,19,67,86,19,2409,2398,419,419,397,1.0554
139,26,65,48,26,60,40,769,769,769,769,1095,0.7023
151,30,86,35,28,76,29,956,956,757,757,811,0.9334
149,26,88,35,25,85,34,902,902,902,902,884,1.0204
200,70,88,42,60,80,35,1850,1850,830,830,1009,0.8226
144,61,57,26,53,44,21,1648,882,447,447,1025,0.4361
145,44,79,22,39,70,19,1305,1305,446,446,470,0.9489
150,58,60,32,56,57,31,1972,1706,875,875,812,1.0776
118,32,43,43,27,33,35,823,669,661,661,1129,0.5855
160,50,86,24,44,71,22,1194,1194,474,474,831,0.5704
160,32,78,50,31,75,48,947,947,947,947,889,1.0652
131,39,66,26,34,53,23,1015,1015,558,558,1223,0.4563
125,79,27,19,79,23,19,2257,651,462,462,510,0.9059
105,29,43,33,26,34,25,780,755,516,516,830,0.6217
102,25,40,37,20,34,32,508,508,508,508,1174,0.4327
132,37,52,43,29,41,36,739,739,733,733,1502,0.488
185,76,86,23,74,86,22,2871,2764,667,667,590,1.1305
94,20,52,22,20,51,21,629,629,517,517,454,1.1388
163,62,51,50,56,50,40,1894,1323,902,902,1050,0.859
142,69,28,45,67,28,43,2315,766,766,766,806,0.9504
154,41,70,43,33,61,36,867,867,857,857,1868,0.4588
152,46,80,26,39,72,25,1191,1191,522,522,530,0.9849
142,80,29,33,79,29,32,2684,828,828,828,789,1.0494
136,43,51,42,37,46,37,1133,1040,762,762,875,0.8709
102,21,54,27,19,46,20,519,519,460,460,817,0.563
113,49,25,39,38,20,35,1056,543,543,543,1321,0.4111
140,33,66,41,29,52,36,889,889,870,870,1717,0.5067
151,44,63,44,39,61,42,1188,1188,1169,1169,1392,0.8398
